2 5
2 6
2 7
2 8
2 9
2 11
2 15
2 16
2 17
5 6
5 7
5 8
5 9
5 11
5 15
5 16
5 17
6 7
6 8
6 9
6 11
6 15
6 16
6 17
7 8
7 9
7 11
7 15
7 16
7 17
8 9
8 11
8 15
8 16
8 17
9 11
9 15
9 16
9 17
11 15
11 16
11 17
15 16
15 17
16 17
