1.000000000000000000e+00 1.673986308874816942e+01
1.000000000000000000e+00 8.954571087104366001e+00
1.000000000000000000e+00 3.498751673901363102e+00
2.000000000000000000e+00 1.697239851231138630e+01
2.000000000000000000e+00 9.444411001904789771e+00
2.000000000000000000e+00 3.982255609677632258e+00
3.000000000000000000e+00 1.723259558166799010e+01
3.000000000000000000e+00 9.611897542323655230e+00
3.000000000000000000e+00 4.153816025387166988e+00
4.000000000000000000e+00 1.732616479909817997e+01
4.000000000000000000e+00 9.713400140651167192e+00
4.000000000000000000e+00 3.915707689519581258e+00
5.000000000000000000e+00 1.758090708694014381e+01
5.000000000000000000e+00 9.855954886760255107e+00
5.000000000000000000e+00 4.078011464879384818e+00
6.000000000000000000e+00 1.766142383027345630e+01
6.000000000000000000e+00 9.951832935552383574e+00
6.000000000000000000e+00 4.360576292794479336e+00
7.000000000000000000e+00 1.783052235729352120e+01
7.000000000000000000e+00 1.002475445807378840e+01
7.000000000000000000e+00 4.642150128917472252e+00
8.000000000000000000e+00 1.780070790217966348e+01
8.000000000000000000e+00 1.002554244196230826e+01
8.000000000000000000e+00 5.260206713742853424e+00
9.000000000000000000e+00 1.761042235790043264e+01
9.000000000000000000e+00 1.005586972350055142e+01
9.000000000000000000e+00 5.771007467628910703e+00
1.000000000000000000e+01 1.766929137035272035e+01
1.000000000000000000e+01 1.010738963741009044e+01
1.000000000000000000e+01 5.688734635411369922e+00
1.100000000000000000e+01 1.779044794547669994e+01
1.100000000000000000e+01 1.014931412830408952e+01
1.100000000000000000e+01 6.189780466833616934e+00
1.200000000000000000e+01 1.797921302528922638e+01
1.200000000000000000e+01 1.017119367858088097e+01
1.200000000000000000e+01 6.204386590240380528e+00
1.300000000000000000e+01 1.790138017397467252e+01
1.300000000000000000e+01 1.014478299728262201e+01
1.300000000000000000e+01 7.180422061225323560e+00
1.400000000000000000e+01 1.782267057838370050e+01
1.400000000000000000e+01 1.012379200128311574e+01
1.400000000000000000e+01 7.405766602632955831e+00
1.500000000000000000e+01 1.761544662062143374e+01
1.500000000000000000e+01 1.011833075631578183e+01
1.500000000000000000e+01 8.048594499183570505e+00
1.600000000000000000e+01 1.762587459415767555e+01
1.600000000000000000e+01 1.014731375199073149e+01
1.600000000000000000e+01 7.818159556861809634e+00
1.700000000000000000e+01 1.734094984017631447e+01
1.700000000000000000e+01 1.013727603545306977e+01
1.700000000000000000e+01 7.520955551131660144e+00
1.800000000000000000e+01 1.725131135069351274e+01
1.800000000000000000e+01 1.020930570922018354e+01
1.800000000000000000e+01 8.744646765185811077e+00
1.900000000000000000e+01 1.704342523758358396e+01
1.900000000000000000e+01 1.152674862380046328e+01
1.900000000000000000e+01 1.015880290131746300e+01
2.000000000000000000e+01 1.688982842123422756e+01
2.000000000000000000e+01 1.019307387212686677e+01
2.000000000000000000e+01 1.016318964690315418e+01
2.100000000000000000e+01 1.660007292934026779e+01
2.100000000000000000e+01 1.017709297405431101e+01
2.100000000000000000e+01 9.899755341075442416e+00
2.200000000000000000e+01 1.632703667245896639e+01
2.200000000000000000e+01 1.075351357972024857e+01
2.200000000000000000e+01 1.017509410186351992e+01
2.300000000000000000e+01 1.600869185507588099e+01
2.300000000000000000e+01 9.933700991588485962e+00
2.300000000000000000e+01 9.451970388118239086e+00
2.400000000000000000e+01 1.567532504799512338e+01
2.400000000000000000e+01 1.048182618637578045e+01
2.400000000000000000e+01 9.957584122310869645e+00
2.500000000000000000e+01 1.539418529175839367e+01
2.500000000000000000e+01 1.196669613107989427e+01
2.500000000000000000e+01 1.133966515555264820e+01
